condition,batch_size,repeat,target_view,montage,held_out_reference,stress_construction_uses_labels,true_batch_prior_audit_only,soft_mean_prior,weak_confusion_prior,regularized_confusion_prior,soft_mean_prior_rmse,weak_confusion_prior_rmse,regularized_confusion_prior_rmse,uniform_bias_rmse,fixed_shrinkage_bias_rmse,soft_mean_shrinkage_bias_rmse,weak_confusion_shrinkage_bias_rmse,candidate_bias_rmse,prior_match_weight,candidate_bias,target_reference_labels_used_for_candidate
random,16,0,native16@Pz,native16,pz,False,"[0.25, 0.25, 0.125, 0.375]","[0.07020829728274362, 0.2196332656869614, 0.25176331182923717, 0.45839512520105785]","[0.04577517626856159, 0.26709591321814324, 0.2286426128908395, 0.45848629762245563]","[0.22181392203924258, 0.2574624542578743, 0.24719191170726007, 0.27353171199562304]",0.11860741866766335,0.12217999219844164,0.08074159394570866,0.5851444505762137,0.169937635996536,0.23300309383722484,0.232806770211634,0.16898516352948204,0.16287858377863534,"[-1.1153761688748896, -1.0776097234963213, 1.759121456660957]",False
random,16,0,native32@C1,native32,c1,False,"[0.25, 0.25, 0.125, 0.375]","[0.18230338048516853, 0.3162464333052016, 0.3767039479931291, 0.12474623821650081]","[0.19457965527058696, 0.3991751819196566, 0.3502741117823893, 0.055971051027367116]","[0.2374394218873842, 0.2775657484681987, 0.26226559930054005, 0.22272923034387715]",0.1836799151659733,0.21086283766504285,0.10361692749514866,0.7916870575722554,0.1883673502499698,0.20311196314900723,0.17412768905558848,0.1752389061098311,0.16154986172565025,"[-0.5842729054338743, -1.0069621337382486, 1.6556406183137382]",False
random,16,0,native32@C2,native32,c2,False,"[0.25, 0.25, 0.125, 0.375]","[0.2243936453076667, 0.30451840116164036, 0.34125114942721707, 0.12983680410347578]","[0.2448476675946175, 0.36351405546344395, 0.3303110867829919, 0.06132719015894661]","[0.2465152758046936, 0.2699468244051379, 0.26006212010446217, 0.22347577968570634]",0.16620581647210877,0.19586683059324278,0.1019943438818221,0.7564768763565021,0.19556006249448205,0.1743666917307633,0.1562927177582294,0.1826664120076026,0.16030681638402797,"[-1.2350146274948115, -0.5116844009182366, 1.8721464146994538]",False
random,16,0,native32@C3,native32,c3,False,"[0.25, 0.25, 0.125, 0.375]","[0.15239770563809524, 0.3491887975585532, 0.3724566782252965, 0.12595681857805505]","[0.14590699544259067, 0.44943879222631256, 0.34933522970337155, 0.055318982627725256]","[0.22793583709217813, 0.28719345350147796, 0.26232060289304515, 0.22255010651329876]",0.1888265998455205,0.22535163278569573,0.1048428565415945,0.5142354147657955,0.2647826359428802,0.3791906099024544,0.41117025305712074,0.28961991983380664,0.1483631807837351,"[-0.15587235673112518, -1.0684277910225053, 1.3886916783734595]",False
random,16,0,native32@C4,native32,c4,False,"[0.25, 0.25, 0.125, 0.375]","[0.25514927977170143, 0.26000677479092865, 0.3449523195352791, 0.13989162590209078]","[0.2957485018888557, 0.2968923204319659, 0.32811063233270754, 0.07924854534647084]","[0.25685673151632277, 0.25753328950133425, 0.2595029032855737, 0.22610707569676933]",0.16107577491959768,0.18235587942046153,0.10045384402502203,0.6548303458294724,0.3882282509742257,0.408837686537366,0.40969228514457556,0.39004976510689665,0.14803444170406224,"[-1.4532881559094712, -0.11811938132487218, 1.8492403610941859]",False
random,16,0,native32@C5,native32,c5,False,"[0.25, 0.25, 0.125, 0.375]","[0.20344665079182223, 0.2923364797166159, 0.3459109338957776, 0.1583059355957843]","[0.2170530907706091, 0.35227810191840575, 0.3262907217086518, 0.10437808560233346]","[0.24229447848028582, 0.26886917362170704, 0.25928380088128494, 0.22955254701672223]",0.15789042885813012,0.17698904214530442,0.09950191145589149,0.7356187748839513,0.32489052412086084,0.27845594185615513,0.2913248139737545,0.3163926147971181,0.15604142972630458,"[0.5153869485706071, -1.181717051172728, 1.0481892257798606]",False
random,16,0,native32@C6,native32,c6,False,"[0.25, 0.25, 0.125, 0.375]","[0.15806386681906057, 0.33192742579269013, 0.39728914608132415, 0.11271956130692526]","[0.16478227217914515, 0.4321245435469883, 0.36414488619322977, 0.03894829808063685]","[0.23171401927382426, 0.2840423171878449, 0.26392276193169895, 0.2203209016066319]",0.19880691843847423,0.22942996396091198,0.10573364378611079,0.6211712519303783,0.17982189389803252,0.2623143349897299,0.2624484118901581,0.18286668867312156,0.1638914121395002,"[-1.5801842645526232, 0.4931362281492717, 1.7086308061197277]",False
random,16,0,native32@CP1,native32,cp1,False,"[0.25, 0.25, 0.125, 0.375]","[0.16686871231760775, 0.35350558136333726, 0.37285236642742214, 0.1067733398916328]","[0.16680919643602715, 0.4526490242642262, 0.35369802158365715, 0.026843757716089472]","[0.231288192000181, 0.2871694617951769, 0.26299871712860995, 0.21854362907603217]",0.19429394811834577,0.23532046816543306,0.10636487035272209,0.7806303230357186,0.19304022464837603,0.24283232602355892,0.240330219719566,0.1922124423122714,0.15939353730179007,"[-0.4605133334797653, -0.9025072064798794, 1.5960121069292141]",False
random,16,0,native32@CP2,native32,cp2,False,"[0.25, 0.25, 0.125, 0.375]","[0.19876714355066058, 0.3031639108238083, 0.3662789396048511, 0.1317900060206801]","[0.2163287662684017, 0.37453384128150424, 0.3428167840714404, 0.06632060837865364]","[0.24166648107107716, 0.2727837989288814, 0.26134522378408537, 0.22420449621595612]",0.17522687783435412,0.1996055784793375,0.10236924958402586,0.7035691087477549,0.19509902236503976,0.184198809377921,0.14827433601010218,0.17855103399449354,0.16196655427007284,"[-0.9653119889711786, -0.3779171136698092, 1.8237982677435713]",False
random,16,0,native32@CP3,native32,cp3,False,"[0.25, 0.25, 0.125, 0.375]","[0.16001081166431375, 0.4073024197961909, 0.35394976186258714, 0.07873700667690818]","[0.13812195194522192, 0.5161754760613343, 0.34570257199344384, 0.0]","[0.22546913981360922, 0.29922704385701127, 0.26339959387334355, 0.2119042224560359]",0.20798549225892318,0.2611037662393758,0.11043068548343007,0.9485281653903949,0.22905359544116033,0.35328290687633956,0.5414124250355445,0.2542393989189988,0.1544267462984234,"[-0.0407267220480399, -1.100005916950039, 1.3516412756751688]",False
random,16,0,native32@CP4,native32,cp4,False,"[0.25, 0.25, 0.125, 0.375]","[0.2251143304836349, 0.2822122699208606, 0.35011524785556725, 0.14255815173993713]","[0.2513202557013823, 0.33523997640275405, 0.33125534216131497, 0.08218442573454873]","[0.24846118422677207, 0.26515440165419735, 0.2599165321715501, 0.22646788194748046]",0.1630667152735037,0.18408545797723008,0.10061844337625829,0.5015162523241325,0.1776636971971052,0.169454002574121,0.1683830191207997,0.16952909812446415,0.16151867773551282,"[-1.1722659977673442, 0.07548194891112363, 1.8208533903842996]",False
random,16,0,native32@CP5,native32,cp5,False,"[0.25, 0.25, 0.125, 0.375]","[0.19655980191514355, 0.32369530803025065, 0.33934924240502345, 0.14039564764958248]","[0.20144347060063197, 0.39503329112807345, 0.3280263032444014, 0.07549693502689313]","[0.2384389928044645, 0.276337572270677, 0.2598096602375082, 0.22541377468735035]",0.1652813155338411,0.1964142038016376,0.10170669581832792,0.7495489907752642,0.281352246373971,0.24094404758597424,0.26454156439931836,0.27362853817044963,0.15682921848347242,"[0.5535823801785252, -1.0919380217021124, 0.9500142833813175]",False
random,16,0,native32@CP6,native32,cp6,False,"[0.25, 0.25, 0.125, 0.375]","[0.17063916757024022, 0.35300726857266074, 0.34089967244929836, 0.13545389140780062]","[0.16103720563063872, 0.44127625146201566, 0.3311953855353753, 0.06649115737197034]","[0.23045258664102197, 0.28512947634717806, 0.2603406769904008, 0.22407726002139913]",0.17385600781115157,0.2134216637030634,0.10333314299913904,0.5332637822389563,0.17721851958385632,0.24087032484040233,0.29155873402730936,0.2005972526215136,0.15792248021020633,"[-1.2575520474875506, 0.696088613377677, 1.6699906765946175]",False
random,16,0,native32@CPz,native32,cpz,False,"[0.25, 0.25, 0.125, 0.375]","[0.17330098900525703, 0.33649700332256377, 0.36772691304159416, 0.12247509463058495]","[0.17614291378467217, 0.42622182590693436, 0.3470199942507573, 0.05061526605763621]","[0.23355773420021214, 0.28247445077402494, 0.2620502709144371, 0.22191754411132578]",0.18442454555853524,0.21853336963273864,0.104333543403277,1.0084208497711677,0.2599211151361302,0.2150695066074331,0.1411908798091002,0.2365141424789699,0.1611558651196148,"[-0.7030365639909979, -0.6940651655688749, 1.7261311088978606]",False
random,16,0,native32@Cz,native32,cz,False,"[0.25, 0.25, 0.125, 0.375]","[0.182275044259215, 0.3584458034952085, 0.34559601856497146, 0.11368313368060494]","[0.1791988705895453, 0.44794230463184026, 0.33837257732759, 0.034486247451024334]","[0.23328220678973094, 0.28579477062919334, 0.2613461825823989, 0.21957683999867686]",0.1825488085112571,0.2267550596564295,0.10524660372644766,1.0064012701814768,0.14316256770548969,0.1606253240615009,0.17978872798522777,0.1300266947724999,0.15942632025397288,"[-0.922600032190723, -0.7537046369667704, 1.8056456382610206]",False
random,16,0,native32@F1,native32,f1,False,"[0.25, 0.25, 0.125, 0.375]","[0.19504228443589317, 0.2948460229230453, 0.40207479066206814, 0.10803690197899336]","[0.2244290981750916, 0.37488501709990585, 0.3658894427386386, 0.034796441986364036]","[0.2432311550907028, 0.2729645542260255, 0.26396738676915676, 0.21983690391411495]",0.19562160642260484,0.2179543088724401,0.10483404621664208,0.5831599534448768,0.1143247179531798,0.14034810059416938,0.16438259430230426,0.1082208615427673,0.15999941776361412,"[-1.0268848102250734, -1.0831074306450688, 2.0480288170325]",False
random,16,0,native32@F2,native32,f2,False,"[0.25, 0.25, 0.125, 0.375]","[0.18089466442793728, 0.32333934254788843, 0.33273716941599724, 0.16302882360817705]","[0.1761814197180961, 0.39561376770641266, 0.31991156238269813, 0.10829325019279318]","[0.23421676568775388, 0.2770501646267361, 0.2587225722761159, 0.23001049740939414]",0.1567168766819547,0.18423867650664547,0.09985552574757835,0.7290854312983149,0.163195567552433,0.1495563632651536,0.18823339230236924,0.16253211109426227,0.15849905027819094,"[-1.7534727553141973, -0.6349376456681335, 2.184895430478984]",False
random,16,0,native32@F3,native32,f3,False,"[0.25, 0.25, 0.125, 0.375]","[0.23042325481145637, 0.24598968009216077, 0.4109937905927449, 0.11259327450363796]","[0.28440114132497796, 0.3029455359433113, 0.36732867088202437, 0.04532465184968632]","[0.2552560805967666, 0.25947234335180797, 0.26382473042391513, 0.22144684562751044]",0.19432515885833612,0.20699981172108864,0.10364389594523714,0.5602973312587136,0.27396353449359423,0.28456825990428225,0.29267253793887116,0.2730657013081913,0.15859497325041919,"[-0.43510023510804496, -1.2963588054553423, 1.8534328643060134]",False
random,16,0,native32@F4,native32,f4,False,"[0.25, 0.25, 0.125, 0.375]","[0.1413263580771983, 0.3655176621304238, 0.31961715698054505, 0.1735388228118329]","[0.10926220663448971, 0.45783754936153476, 0.3128787757436488, 0.12002146826032667]","[0.22130116821078988, 0.2890731933048348, 0.25808904190204185, 0.23153659658233366]",0.16094776669627653,0.20206190847674219,0.10080275117238355,0.6079668772656833,0.3847968898211009,0.4727345668051463,0.5279118846102604,0.41651984067176956,0.14498570464863447,"[-2.163630642229445, -0.12734602561719321, 2.078999460498184]",False
random,16,0,native32@FC1,native32,fc1,False,"[0.25, 0.25, 0.125, 0.375]","[0.1845179753202987, 0.2659970052540171, 0.4109895109251407, 0.1384955085005435]","[0.21511070117397418, 0.33981296387335974, 0.3628985318873161, 0.0821778030653499]","[0.2427736600961905, 0.26746628055282157, 0.263192296420211, 0.22656776293077693]",0.18859226826136571,0.19469474963649155,0.10184121309177926,0.43516032559983053,0.12532008997623922,0.19283265855540196,0.15730474892269597,0.12412503190864198,0.16088163204494446,"[-0.7519892335889912, -0.9622889752169601, 1.8144275039253368]",False
random,16,0,native32@FC2,native32,fc2,False,"[0.25, 0.25, 0.125, 0.375]","[0.22478834937140477, 0.28464462101465227, 0.3546599399644793, 0.13590708964946363]","[0.25220909805541897, 0.3400852281645303, 0.3350951628585389, 0.07261051092151179]","[0.24849758201973263, 0.265979572720101, 0.26040017369056256, 0.22512267156960392]",0.16714139590257487,0.18953865635364406,0.10130896383954846,0.6360728095164628,0.20154379694738067,0.18638568340177478,0.1840472034760747,0.19275243841695996,0.15182874957601455,"[-1.4302026946492903, -0.5273969812413942, 2.001841077732512]",False
random,16,0,native32@FC3,native32,fc3,False,"[0.25, 0.25, 0.125, 0.375]","[0.17618279560793698, 0.3022267285800331, 0.3901110972371063, 0.13147937857492367]","[0.1917997581034796, 0.38515237585090345, 0.35518924843710564, 0.06785861760851127]","[0.23747846744122192, 0.27543546010085745, 0.26263998784740766, 0.22444608461051285]",0.18558205582703155,0.20553366617682833,0.10297451031918316,0.5595551116935106,0.09065322366787092,0.14993791759223143,0.14162929168215802,0.09339069360366556,0.14938372871777056,"[-0.31480495338172687, -1.1824402372663094, 1.6367978559799727]",False
random,16,0,native32@FC4,native32,fc4,False,"[0.25, 0.25, 0.125, 0.375]","[0.20655689241940817, 0.2610915585838333, 0.38538101088993454, 0.14697053810682398]","[0.23880416369865684, 0.32066166867248835, 0.34765207800634074, 0.09288208962251408]","[0.24705963751930388, 0.2634009872467241, 0.26148218069310325, 0.22805719454086856]",0.1745036049709526,0.1832231435752371,0.10050846471025436,0.3992345905240614,0.20667283690526553,0.2049259941135852,0.19158512654034693,0.19923284572049052,0.16119190365796204,"[-1.716677157591101, -0.12453543738890235, 1.9395046860950123]",False
random,16,0,native32@FC5,native32,fc5,False,"[0.25, 0.25, 0.125, 0.375]","[0.20303214204197514, 0.18547391343342473, 0.4431823636804459, 0.16831158084415426]","[0.2618578963573994, 0.23462892457270165, 0.369732416134709, 0.13378076293518995]","[0.2537411744984077, 0.24902112597667897, 0.2631929150646512, 0.23404478446026206]",0.19386188040663155,0.1720883170809947,0.09871753788322134,0.3301729406419202,0.33923339167554517,0.3882960018529,0.3603383699901627,0.3415334671154434,0.1554681908619163,"[0.38486882820396723, -1.2206173492706849, 1.3173277820581206]",False
random,16,0,native32@FC6,native32,fc6,False,"[0.25, 0.25, 0.125, 0.375]","[0.14987305703327106, 0.2534725564838281, 0.47313034143702887, 0.12352404504587194]","[0.18769464785994974, 0.3487013869798294, 0.3976191960304032, 0.06598476912981756]","[0.23841784904181232, 0.27027165305353573, 0.26692240110883125, 0.22438809679582086]",0.22049509853143498,0.21414688863666292,0.10412852570456159,0.39297477830122807,0.5192562017937016,0.6129551561591376,0.5760075654913843,0.5255803565694009,0.14331349810813362,"[-2.020584717831382, 0.4278033155633742, 1.9599652958228222]",False
random,16,0,native32@Fz,native32,fz,False,"[0.25, 0.25, 0.125, 0.375]","[0.19244344573815803, 0.318066952240624, 0.3797670610216385, 0.10972254099957962]","[0.21033794020334792, 0.4006229066446455, 0.3550461480946707, 0.033993005057335934]","[0.24001357912894, 0.2774121746156528, 0.26293080271001135, 0.21964344354539594]",0.1892249009519801,0.21992461199602928,0.10489485436454168,0.6517033690418257,0.12681584312152924,0.16037644452842761,0.21401006947602835,0.1292553355716839,0.15927167821380847,"[-1.4403278487120306, -0.8342977952468862, 2.1808175566203176]",False
random,16,0,native32@O1,native32,o1,False,"[0.25, 0.25, 0.125, 0.375]","[0.1611285484082964, 0.3228587074781305, 0.3993482044463763, 0.11666453966719678]","[0.17092587877489684, 0.41959599098440203, 0.3639814677646506, 0.04549666247605052]","[0.23310322550658633, 0.2818129702246763, 0.26381897642887725, 0.2212648278398602]",0.19698392923771238,0.22399782821484687,0.10512228288838957,0.9867108985373859,0.3306684739227104,0.3305193453367793,0.27943226893442374,0.30952544090192363,0.16487773311786658,"[-0.5113129779153274, -0.8222204169335285, 1.8400199529829153]",False
random,16,0,native32@O2,native32,o2,False,"[0.25, 0.25, 0.125, 0.375]","[0.15288219565379446, 0.31225655063558133, 0.37607066873890266, 0.15879058497172147]","[0.15165701249019237, 0.3993291353352544, 0.3427358370353976, 0.10627801513915555]","[0.23036086927403124, 0.2787387738488966, 0.26110206095030447, 0.22979829592676757]",0.17542144813700714,0.19467340196428096,0.10101846172692973,0.6768263615077612,0.14966294375107572,0.20094757963986132,0.18512876989647428,0.1385426807508762,0.1688620947884485,"[-0.7906052783753658, -0.12652038374327534, 2.088556665369005]",False
random,16,0,native32@P3,native32,p3,False,"[0.25, 0.25, 0.125, 0.375]","[0.1802125023501587, 0.3082525534886663, 0.36453933247968756, 0.14699561168148745]","[0.18800983709830935, 0.3847440818872791, 0.33901028825988055, 0.08823579275453111]","[0.23669415663872745, 0.2752264911377825, 0.2608140945529301, 0.22726525767055994]",0.17148523822292247,0.19367037843874277,0.10134648944716539,0.830968261364933,0.22306618795280625,0.17121086902135627,0.13442424458228702,0.20296650288177684,0.1616712549826186,"[0.04176885900660906, -1.0099351382035509, 1.3337681964120627]",False
random,16,0,native32@P4,native32,p4,False,"[0.25, 0.25, 0.125, 0.375]","[0.1580402841537373, 0.37819338325202767, 0.3271057529592396, 0.13666057963499545]","[0.13511884457480905, 0.47437784805983707, 0.3249535679269599, 0.06554973943839403]","[0.22513056155403274, 0.29120056299605895, 0.2598010628076272, 0.22386781264228114]",0.17503038845245855,0.22320617803958598,0.10407718283731125,0.8963786376033902,0.06255311870011268,0.17756360887416175,0.25591072283366767,0.09462888478257855,0.15992647297353085,"[-0.9169632744655452, 0.16586918172370405, 1.8669917888528027]",False
random,16,0,native32@PO3,native32,po3,False,"[0.25, 0.25, 0.125, 0.375]","[0.19989432957461706, 0.2964644404378299, 0.35349282515278196, 0.15014840483477104]","[0.2141212163818124, 0.3610592110177605, 0.3320933942216713, 0.09272617837875592]","[0.2416078044498381, 0.27048049830568915, 0.25999728057289095, 0.22791441667158185]",0.16388771569936653,0.18451803419227256,0.10043444919714845,0.8823223671260425,0.35276322825353307,0.296490481132809,0.2730072530882259,0.33637232767400355,0.1592868494331943,"[0.0015084231714918017, -1.0239790794285784, 1.3518809850359956]",False
random,16,0,native32@PO4,native32,po4,False,"[0.25, 0.25, 0.125, 0.375]","[0.16383595604391227, 0.3565261193245154, 0.3249976856764764, 0.15464023895509588]","[0.1450652901150733, 0.44256511147203637, 0.31915532146026154, 0.09321427695262877]","[0.2276775426663304, 0.2856219983715946, 0.2588976597924581, 0.22780279916961696]",0.16380594855874542,0.20321915390751116,0.1016892547170009,0.7198734490374565,0.1158478446867752,0.17522173374590566,0.2373453202802351,0.12947048121313778,0.16013612807034985,"[-0.819055770756121, 0.32785073816302557, 1.9541989382360474]",False
random,16,0,native32@Pz,native32,pz,False,"[0.25, 0.25, 0.125, 0.375]","[0.15720324460126867, 0.33699907779004284, 0.3660041332361389, 0.13979354437254965]","[0.1518960064886598, 0.42959616186544597, 0.34257557488042345, 0.07593225676547083]","[0.22945453417975212, 0.28367089554416197, 0.26140725354661737, 0.22546731672946863]",0.17998968467288637,0.21134085071727945,0.10310529515831504,0.9460385187597277,0.1792016139547535,0.16519148004296721,0.1423534358226937,0.15478301237635975,0.16287858377863534,"[-0.5765224488214175, -0.5339798733700157, 1.7533637373587139]",False
random,16,1,native16@C1,native16,c1,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.17060682857893314, 0.19896011102951494, 0.3328951353893671, 0.29753792500218484]","[0.20950015760936425, 0.2301015368940132, 0.2553122680715982, 0.3050860374250243]","[0.24500831669169712, 0.24836513218712772, 0.2504291151210346, 0.25619743600014067]",0.11691345245288072,0.08531199617509744,0.07639057202559167,0.25217460286841376,0.10079168510211964,0.04208790485400042,0.0804015835543841,0.09844148449348675,0.16154986172565025,"[-1.1803531344222824, -1.596573514269162, 1.6009562962465533]",False
random,16,1,native16@C2,native16,c2,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.17758081002220777, 0.16878695152821066, 0.3206157566187419, 0.33301648183083976]","[0.22200687436204355, 0.18681084415913898, 0.2529882509044359, 0.3381940305743815]","[0.24766766406525226, 0.24224610451318324, 0.25027047306328826, 0.25981575835827625]",0.12964736075755104,0.11030954264003072,0.07949878295724215,0.062324765873474915,0.19731967263024702,0.12588069585938802,0.16696863392960185,0.19403363743687613,0.16030681638402797,"[-1.7580135804645252, -1.0568299761653297, 1.7950392257322247]",False
random,16,1,native16@C3,native16,c3,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.13194276729657353, 0.2220313785795513, 0.2800655899711002, 0.365960264152775]","[0.13267558199413182, 0.2583216493391165, 0.24135203662144483, 0.36765073204530685]","[0.23386769429442117, 0.2540882435129096, 0.2487544098613104, 0.2632896523313589]",0.11011491333376969,0.09132536739824851,0.07193457707792571,0.2916982359357624,0.20285398139155492,0.2568150822601742,0.26748154486601106,0.2101450986617592,0.1483631807837351,"[-0.7653230711464238, -1.7079410500460772, 1.3763719732378892]",False
random,16,1,native16@C4,native16,c4,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.2010132172229651, 0.11657772730332726, 0.337891721187419, 0.3445173342862886]","[0.27393786771125783, 0.11772044580387403, 0.2576185532760159, 0.3507231332088523]","[0.2562996193480676, 0.23167360848098845, 0.2509598814465598, 0.26106689072438416]",0.15693619272472564,0.14893457880790806,0.0857692758973411,0.11441227016904384,0.2860679928534667,0.348283708897862,0.3575911498198564,0.2945546565364701,0.14803444170406224,"[-1.9101541872100762, -0.7082487928964472, 1.769711598629319]",False
random,16,1,native16@CP1,native16,cp1,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.161519759816016, 0.2072631639543183, 0.3204164072614998, 0.31080066896816594]","[0.19054095129598372, 0.24037022949168788, 0.25209716891620865, 0.31699165029611975]","[0.24218558137514423, 0.2502203756586093, 0.2500362195971496, 0.25755782336909694]",0.11199789251690717,0.08184604134179632,0.07504726330236416,0.1398997254913042,0.13590014560433508,0.19018064141880256,0.1619073250946242,0.13879268801079064,0.15939353730179007,"[-1.0345330832439739, -1.4424447677728491, 1.5840117042757433]",False
random,16,1,native16@CP2,native16,cp2,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.15943046939548758, 0.18427989825829919, 0.3182940336224525, 0.3379955987237607]","[0.1940765344959982, 0.2113601405176737, 0.2508277202203931, 0.343735604765935]","[0.24331387760195078, 0.24624304431149274, 0.24994401563639068, 0.26049906245016574]",0.12451140548430364,0.09952137730975254,0.0769789386330249,0.2630131603967324,0.08912357136793891,0.06438262723773454,0.054752308102241395,0.08490848469392023,0.16196655427007284,"[-1.478919541597883, -0.9398152456365423, 1.7966618337141376]",False
random,16,1,native16@CP3,native16,cp3,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.17173399921787086, 0.18839544288794444, 0.33737506038038617, 0.30249549751379845]","[0.21600040124587877, 0.21744616477770096, 0.25601026266114185, 0.31054317131527837]","[0.24618065598148434, 0.24650492889657372, 0.25053087296061427, 0.25678354216132776]",0.12276821504250818,0.09218814396011188,0.07741658426126068,0.06228150931331869,0.1736843827673946,0.2105602007999958,0.1792954586793635,0.17405126328966677,0.1544267462984234,"[-0.6683420012899245, -1.5540508879400965, 1.334810083627258]",False
random,16,1,native16@CP4,native16,cp4,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.15625751047420117, 0.19199725356013822, 0.3134676680426822, 0.3382775679229784]","[0.185790448676969, 0.22094000783222792, 0.2497461094858726, 0.3435234340049304]","[0.241966891699608, 0.24773629532247385, 0.2498005967621518, 0.2604962162157663]",0.12054758474022763,0.095339675118313,0.07608256655015289,0.40676232929121053,0.17370782016389055,0.14844889710650835,0.14823242333594636,0.1703066632503576,0.16151867773551282,"[-1.6131985901975086, -0.5530434150310904, 1.7901464319700453]",False
random,16,1,native16@CPz,native16,cpz,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.16097124304569388, 0.20238835114333875, 0.32923651558686223, 0.30740389022410514]","[0.19510163626920765, 0.23647266388962648, 0.25357526741092773, 0.31485043243023825]","[0.24290210684267433, 0.24958325351243246, 0.2502032522645108, 0.25731138738038245]",0.11606356311319449,0.08339533451221992,0.07547169663540561,0.4316174531076534,0.16040720491090166,0.13355067898177322,0.14332007014266046,0.15803332473075973,0.1611558651196148,"[-1.2434173646380324, -1.210728957949167, 1.6821906557486852]",False
random,16,1,native16@Cz,native16,cz,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.16150623273583659, 0.20979271008270556, 0.33042139030018725, 0.29827966688127067]","[0.1940064526563486, 0.24598047072045007, 0.25406309675649863, 0.30594997986670275]","[0.24254144103830358, 0.250885217416944, 0.25024092859383784, 0.2563324129509146]",0.11261280413201843,0.07786112470062545,0.0748507900122141,0.23406521498533506,0.11616591922574113,0.0874062674369316,0.10717475434463988,0.11520844113115614,0.15942632025397288,"[-1.509061945531592, -1.2895003452884477, 1.7391876349204787]",False
random,16,1,native16@FC1,native16,fc1,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.13923708822125536, 0.19732667285853064, 0.319633311466533, 0.343802927453681]","[0.1659447523975097, 0.23430286259110814, 0.24905545411066113, 0.350696930900721]","[0.23897211769613538, 0.25003007013951284, 0.24965760381469917, 0.26134020834965266]",0.12263290854097325,0.09245168873235302,0.0745973027442322,0.3414899288288768,0.03448799426498208,0.08428498828542264,0.052016386690251874,0.03344362379675514,0.16088163204494446,"[-1.2609341573277966, -1.6130402200310534, 1.7594396357980042]",False
random,16,1,native16@FC2,native16,fc2,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.22349048920275488, 0.14567732942620118, 0.33492271704677845, 0.2959094643242654]","[0.2913444299196142, 0.14711772626617464, 0.2604882567876118, 0.30104958702659945]","[0.25800878110950615, 0.23517212424370865, 0.25127851747238644, 0.25554057717439876]",0.13939632255564363,0.1328978388386249,0.08458977529593348,0.06917615445289368,0.3819600573160897,0.3555979952563033,0.3971153956078196,0.38467599046135853,0.15182874957601455,"[-1.987581309428978, -1.1102598746611239, 1.9431010834619808]",False
random,16,1,native16@FC3,native16,fc3,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.07659473703892762, 0.22225824100479272, 0.3269742454262077, 0.37417277653007197]","[0.0847614614959945, 0.2865404764220535, 0.24374297970909062, 0.3849550823728614]","[0.22675846173140765, 0.25908676813661324, 0.24882319549227103, 0.265331574639708]",0.1327610314265935,0.09969508717885661,0.06887070426685044,0.3811101023968176,0.3829662066511273,0.48747444928453637,0.4556537011431725,0.38901033404116936,0.14938372871777056,"[-0.7674809834896817, -1.7774336662199088, 1.5355721228448076]",False
random,16,1,native16@FC4,native16,fc4,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.17642705691490818, 0.12156961097006859, 0.3472966284431209, 0.3547067036719022]","[0.24630633848639735, 0.1337123987579922, 0.25664247511797605, 0.3633387876376344]","[0.25218919267131124, 0.2345171157836471, 0.25076160030874084, 0.26253209123630095]",0.15878289297658332,0.14080505549154443,0.08378427028772926,0.07006068298542771,0.15420606504215575,0.24370387638703442,0.2252856869595318,0.16212349182852395,0.16119190365796204,"[-2.23703003248489, -0.7061281639185877, 1.890121112545376]",False
random,16,1,native16@Fz,native16,fz,False,"[0.1875, 0.375, 0.1875, 0.25]","[0.12989486663397276, 0.19681820286018192, 0.31838551907316687, 0.3549014114326784]","[0.15412843447518995, 0.23617425522536353, 0.247704380844768, 0.36199292945467854]","[0.23732041838317786, 0.2505799799789287, 0.2494826947768249, 0.26261690686106864]",0.12570046683059044,0.0955944984276706,0.07410036481093832,0.35609163180947934,0.24028518525723486,0.31509304478087125,0.275170166830251,0.24298022318979254,0.15927167821380847,"[-1.8707154652957174, -1.378882733386934, 2.05209174162869]",False
